City,State,County,loc
CAMERON,NY,STEUBEN,"CAMERON,NY"
CAMERON MILLS,NY,STEUBEN,"CAMERON MILLS,NY"
CAMPBELL,NY,STEUBEN,"CAMPBELL,NY"
CANASERAGA,NY,ALLEGANY,"CANASERAGA,NY"
CANISTEO,NY,STEUBEN,"CANISTEO,NY"
CAYUTA,NY,SCHUYLER,"CAYUTA,NY"
CHEMUNG,NY,CHEMUNG,"CHEMUNG,NY"
COHOCTON,NY,STEUBEN,"COHOCTON,NY"
COOPERS PLAINS,NY,STEUBEN,"COOPERS PLAINS,NY"
CORNING,NY,STEUBEN,"CORNING,NY"
DALTON,NY,LIVINGSTON,"DALTON,NY"
DUNDEE,NY,YATES,"DUNDEE,NY"
ERIN,NY,CHEMUNG,"ERIN,NY"
GREENWOOD,NY,STEUBEN,"GREENWOOD,NY"
HAMMONDSPORT,NY,STEUBEN,"HAMMONDSPORT,NY"
HECTOR,NY,SCHUYLER,"HECTOR,NY"
HIMROD,NY,YATES,"HIMROD,NY"
HORNELL,NY,STEUBEN,"HORNELL,NY"
HORSEHEADS,NY,CHEMUNG,"HORSEHEADS,NY"
HUNT,NY,LIVINGSTON,"HUNT,NY"
INTERLAKEN,NY,SENECA,"INTERLAKEN,NY"
ITHACA,NY,TOMPKINS,"ITHACA,NY"
JACKSONVILLE,NY,TOMPKINS,"JACKSONVILLE,NY"
JASPER,NY,STEUBEN,"JASPER,NY"
KANONA,NY,STEUBEN,"KANONA,NY"
LAKEMONT,NY,YATES,"LAKEMONT,NY"
LINDLEY,NY,STEUBEN,"LINDLEY,NY"
LOCKWOOD,NY,TIOGA,"LOCKWOOD,NY"
LODI,NY,SENECA,"LODI,NY"
LOWMAN,NY,CHEMUNG,"LOWMAN,NY"
MECKLENBURG,NY,SCHUYLER,"MECKLENBURG,NY"
MILLPORT,NY,CHEMUNG,"MILLPORT,NY"
MONTOUR FALLS,NY,SCHUYLER,"MONTOUR FALLS,NY"
NEWFIELD,NY,TOMPKINS,"NEWFIELD,NY"
ODESSA,NY,SCHUYLER,"ODESSA,NY"
PAINTED POST,NY,STEUBEN,"PAINTED POST,NY"
PINE CITY,NY,CHEMUNG,"PINE CITY,NY"
PINE VALLEY,NY,CHEMUNG,"PINE VALLEY,NY"
PRATTSBURGH,NY,STEUBEN,"PRATTSBURGH,NY"
PULTENEY,NY,STEUBEN,"PULTENEY,NY"
READING CENTER,NY,SCHUYLER,"READING CENTER,NY"
REXVILLE,NY,STEUBEN,"REXVILLE,NY"
ROCK STREAM,NY,SCHUYLER,"ROCK STREAM,NY"
SAVONA,NY,STEUBEN,"SAVONA,NY"
SCIO,NY,ALLEGANY,"SCIO,NY"
SLATERVILLE SPRINGS,NY,TOMPKINS,"SLATERVILLE SPRINGS,NY"
LANSING,NY,TOMPKINS,"LANSING,NY"
SPENCER,NY,TIOGA,"SPENCER,NY"
SWAIN,NY,ALLEGANY,"SWAIN,NY"
TROUPSBURG,NY,STEUBEN,"TROUPSBURG,NY"
TRUMANSBURG,NY,TOMPKINS,"TRUMANSBURG,NY"
TYRONE,NY,SCHUYLER,"TYRONE,NY"
VAN ETTEN,NY,CHEMUNG,"VAN ETTEN,NY"
WATKINS GLEN,NY,SCHUYLER,"WATKINS GLEN,NY"
WAVERLY,NY,TIOGA,"WAVERLY,NY"
WAYNE,NY,SCHUYLER,"WAYNE,NY"
WELLSBURG,NY,CHEMUNG,"WELLSBURG,NY"
WELLSVILLE,NY,ALLEGANY,"WELLSVILLE,NY"
WHITESVILLE,NY,ALLEGANY,"WHITESVILLE,NY"
WOODHULL,NY,STEUBEN,"WOODHULL,NY"
ELMIRA,NY,CHEMUNG,"ELMIRA,NY"
ALIQUIPPA,PA,BEAVER,"ALIQUIPPA,PA"
AMBRIDGE,PA,BEAVER,"AMBRIDGE,PA"
ATLASBURG,PA,WASHINGTON,"ATLASBURG,PA"
BADEN,PA,BEAVER,"BADEN,PA"
BAIRDFORD,PA,ALLEGHENY,"BAIRDFORD,PA"
BAKERSTOWN,PA,ALLEGHENY,"BAKERSTOWN,PA"
BEAVER,PA,BEAVER,"BEAVER,PA"
BEAVER FALLS,PA,BEAVER,"BEAVER FALLS,PA"
BELLE VERNON,PA,FAYETTE,"BELLE VERNON,PA"
BRACKENRIDGE,PA,ALLEGHENY,"BRACKENRIDGE,PA"
BRADFORDWOODS,PA,ALLEGHENY,"BRADFORDWOODS,PA"
BRIDGEVILLE,PA,ALLEGHENY,"BRIDGEVILLE,PA"
BUENA VISTA,PA,ALLEGHENY,"BUENA VISTA,PA"
BULGER,PA,WASHINGTON,"BULGER,PA"
BUNOLA,PA,ALLEGHENY,"BUNOLA,PA"
BURGETTSTOWN,PA,WASHINGTON,"BURGETTSTOWN,PA"
CHARLEROI,PA,WASHINGTON,"CHARLEROI,PA"
CHESWICK,PA,ALLEGHENY,"CHESWICK,PA"
CLAIRTON,PA,ALLEGHENY,"CLAIRTON,PA"
CLINTON,PA,BEAVER,"CLINTON,PA"
CONWAY,PA,BEAVER,"CONWAY,PA"
COULTERS,PA,ALLEGHENY,"COULTERS,PA"
CREIGHTON,PA,ALLEGHENY,"CREIGHTON,PA"
CUDDY,PA,ALLEGHENY,"CUDDY,PA"
CURTISVILLE,PA,ALLEGHENY,"CURTISVILLE,PA"
DONORA,PA,WASHINGTON,"DONORA,PA"
DRAVOSBURG,PA,ALLEGHENY,"DRAVOSBURG,PA"
EAST MC KEESPORT,PA,ALLEGHENY,"EAST MC KEESPORT,PA"
ELIZABETH,PA,ALLEGHENY,"ELIZABETH,PA"
ELRAMA,PA,WASHINGTON,"ELRAMA,PA"
FREEDOM,PA,BEAVER,"FREEDOM,PA"
GEORGETOWN,PA,BEAVER,"GEORGETOWN,PA"
GIBSONIA,PA,ALLEGHENY,"GIBSONIA,PA"
GLASSPORT,PA,ALLEGHENY,"GLASSPORT,PA"
CRESCENT,PA,ALLEGHENY,"CRESCENT,PA"
GREENOCK,PA,ALLEGHENY,"GREENOCK,PA"
HARWICK,PA,ALLEGHENY,"HARWICK,PA"
HOOKSTOWN,PA,BEAVER,"HOOKSTOWN,PA"
INDIANOLA,PA,ALLEGHENY,"INDIANOLA,PA"
INDUSTRY,PA,BEAVER,"INDUSTRY,PA"
JOFFRE,PA,WASHINGTON,"JOFFRE,PA"
LANGELOTH,PA,WASHINGTON,"LANGELOTH,PA"
LAWRENCE,PA,WASHINGTON,"LAWRENCE,PA"
LEETSDALE,PA,ALLEGHENY,"LEETSDALE,PA"
MC DONALD,PA,WASHINGTON,"MC DONALD,PA"
MIDLAND,PA,BEAVER,"MIDLAND,PA"
MIDWAY,PA,WASHINGTON,"MIDWAY,PA"
MONACA,PA,BEAVER,"MONACA,PA"
MONESSEN,PA,WESTMORELAND,"MONESSEN,PA"
MONONGAHELA,PA,WASHINGTON,"MONONGAHELA,PA"
MORGAN,PA,ALLEGHENY,"MORGAN,PA"
NATRONA HEIGHTS,PA,ALLEGHENY,"NATRONA HEIGHTS,PA"
NEW BRIGHTON,PA,BEAVER,"NEW BRIGHTON,PA"
NEW EAGLE,PA,WASHINGTON,"NEW EAGLE,PA"
NEW KENSINGTON,PA,WESTMORELAND,"NEW KENSINGTON,PA"
OAKDALE,PA,ALLEGHENY,"OAKDALE,PA"
PRICEDALE,PA,WESTMORELAND,"PRICEDALE,PA"
ROCHESTER,PA,BEAVER,"ROCHESTER,PA"
RURAL RIDGE,PA,ALLEGHENY,"RURAL RIDGE,PA"
RUSSELLTON,PA,ALLEGHENY,"RUSSELLTON,PA"
SHIPPINGPORT,PA,BEAVER,"SHIPPINGPORT,PA"
SLOVAN,PA,WASHINGTON,"SLOVAN,PA"
SOUTH HEIGHTS,PA,BEAVER,"SOUTH HEIGHTS,PA"
STURGEON,PA,ALLEGHENY,"STURGEON,PA"
SUTERSVILLE,PA,WESTMORELAND,"SUTERSVILLE,PA"
TARENTUM,PA,ALLEGHENY,"TARENTUM,PA"
TRAFFORD,PA,WESTMORELAND,"TRAFFORD,PA"
WARRENDALE,PA,ALLEGHENY,"WARRENDALE,PA"
WEBSTER,PA,WESTMORELAND,"WEBSTER,PA"
WEST ELIZABETH,PA,ALLEGHENY,"WEST ELIZABETH,PA"
WEST NEWTON,PA,WESTMORELAND,"WEST NEWTON,PA"
WEXFORD,PA,ALLEGHENY,"WEXFORD,PA"
WILDWOOD,PA,ALLEGHENY,"WILDWOOD,PA"
ALLISON PARK,PA,ALLEGHENY,"ALLISON PARK,PA"
BETHEL PARK,PA,ALLEGHENY,"BETHEL PARK,PA"
BRADDOCK,PA,ALLEGHENY,"BRADDOCK,PA"
CARNEGIE,PA,ALLEGHENY,"CARNEGIE,PA"
CORAOPOLIS,PA,ALLEGHENY,"CORAOPOLIS,PA"
DUQUESNE,PA,ALLEGHENY,"DUQUESNE,PA"
EAST PITTSBURGH,PA,ALLEGHENY,"EAST PITTSBURGH,PA"
GLENSHAW,PA,ALLEGHENY,"GLENSHAW,PA"
HOMESTEAD,PA,ALLEGHENY,"HOMESTEAD,PA"
WEST MIFFLIN,PA,ALLEGHENY,"WEST MIFFLIN,PA"
IMPERIAL,PA,ALLEGHENY,"IMPERIAL,PA"
INGOMAR,PA,ALLEGHENY,"INGOMAR,PA"
SOUTH PARK,PA,ALLEGHENY,"SOUTH PARK,PA"
MCKEESPORT,PA,ALLEGHENY,"MCKEESPORT,PA"
MC KEES ROCKS,PA,ALLEGHENY,"MC KEES ROCKS,PA"
NORTH VERSAILLES,PA,ALLEGHENY,"NORTH VERSAILLES,PA"
OAKMONT,PA,ALLEGHENY,"OAKMONT,PA"
PITCAIRN,PA,ALLEGHENY,"PITCAIRN,PA"
PRESTO,PA,ALLEGHENY,"PRESTO,PA"
SEWICKLEY,PA,ALLEGHENY,"SEWICKLEY,PA"
SPRINGDALE,PA,ALLEGHENY,"SPRINGDALE,PA"
TURTLE CREEK,PA,ALLEGHENY,"TURTLE CREEK,PA"
MONROEVILLE,PA,ALLEGHENY,"MONROEVILLE,PA"
VERONA,PA,ALLEGHENY,"VERONA,PA"
WILMERDING,PA,ALLEGHENY,"WILMERDING,PA"
PITTSBURGH,PA,ALLEGHENY,"PITTSBURGH,PA"
WASHINGTON,PA,WASHINGTON,"WASHINGTON,PA"
ALEPPO,PA,GREENE,"ALEPPO,PA"
AMITY,PA,WASHINGTON,"AMITY,PA"
AVELLA,PA,WASHINGTON,"AVELLA,PA"
BEALLSVILLE,PA,WASHINGTON,"BEALLSVILLE,PA"
BENTLEYVILLE,PA,WASHINGTON,"BENTLEYVILLE,PA"
BOBTOWN,PA,GREENE,"BOBTOWN,PA"
BRAVE,PA,GREENE,"BRAVE,PA"
CANONSBURG,PA,WASHINGTON,"CANONSBURG,PA"
CARMICHAELS,PA,GREENE,"CARMICHAELS,PA"
CECIL,PA,WASHINGTON,"CECIL,PA"
CLARKSVILLE,PA,GREENE,"CLARKSVILLE,PA"
CLAYSVILLE,PA,WASHINGTON,"CLAYSVILLE,PA"
COKEBURG,PA,WASHINGTON,"COKEBURG,PA"
CRUCIBLE,PA,GREENE,"CRUCIBLE,PA"
DILLINER,PA,GREENE,"DILLINER,PA"
PROSPERITY,PA,WASHINGTON,"PROSPERITY,PA"
EIGHTY FOUR,PA,WASHINGTON,"EIGHTY FOUR,PA"
ELLSWORTH,PA,WASHINGTON,"ELLSWORTH,PA"
FINLEYVILLE,PA,WASHINGTON,"FINLEYVILLE,PA"
FREDERICKTOWN,PA,WASHINGTON,"FREDERICKTOWN,PA"
GARARDS FORT,PA,GREENE,"GARARDS FORT,PA"
GASTONVILLE,PA,WASHINGTON,"GASTONVILLE,PA"
GRAYSVILLE,PA,GREENE,"GRAYSVILLE,PA"
GREENSBORO,PA,GREENE,"GREENSBORO,PA"
HENDERSONVILLE,PA,WASHINGTON,"HENDERSONVILLE,PA"
HICKORY,PA,WASHINGTON,"HICKORY,PA"
HOLBROOK,PA,GREENE,"HOLBROOK,PA"
HOUSTON,PA,WASHINGTON,"HOUSTON,PA"
JEFFERSON,PA,GREENE,"JEFFERSON,PA"
MARIANNA,PA,WASHINGTON,"MARIANNA,PA"
MATHER,PA,GREENE,"MATHER,PA"
MEADOW LANDS,PA,WASHINGTON,"MEADOW LANDS,PA"
MILLSBORO,PA,WASHINGTON,"MILLSBORO,PA"
MOUNT MORRIS,PA,GREENE,"MOUNT MORRIS,PA"
MUSE,PA,WASHINGTON,"MUSE,PA"
NEMACOLIN,PA,GREENE,"NEMACOLIN,PA"
NEW FREEPORT,PA,GREENE,"NEW FREEPORT,PA"
NINEVEH,PA,GREENE,"NINEVEH,PA"
RICES LANDING,PA,GREENE,"RICES LANDING,PA"
RICHEYVILLE,PA,WASHINGTON,"RICHEYVILLE,PA"
ROGERSVILLE,PA,GREENE,"ROGERSVILLE,PA"
SCENERY HILL,PA,WASHINGTON,"SCENERY HILL,PA"
SOUTHVIEW,PA,WASHINGTON,"SOUTHVIEW,PA"
SPRAGGS,PA,GREENE,"SPRAGGS,PA"
STRABANE,PA,WASHINGTON,"STRABANE,PA"
SYCAMORE,PA,GREENE,"SYCAMORE,PA"
TAYLORSTOWN,PA,WASHINGTON,"TAYLORSTOWN,PA"
VAN VOORHIS,PA,WASHINGTON,"VAN VOORHIS,PA"
VENETIA,PA,WASHINGTON,"VENETIA,PA"
VESTABURG,PA,WASHINGTON,"VESTABURG,PA"
WAYNESBURG,PA,GREENE,"WAYNESBURG,PA"
WEST ALEXANDER,PA,WASHINGTON,"WEST ALEXANDER,PA"
WEST FINLEY,PA,WASHINGTON,"WEST FINLEY,PA"
WESTLAND,PA,WASHINGTON,"WESTLAND,PA"
WEST MIDDLETOWN,PA,WASHINGTON,"WEST MIDDLETOWN,PA"
WIND RIDGE,PA,GREENE,"WIND RIDGE,PA"
UNIONTOWN,PA,FAYETTE,"UNIONTOWN,PA"
ADAH,PA,FAYETTE,"ADAH,PA"
ADDISON,PA,SOMERSET,"ADDISON,PA"
ALLENPORT,PA,WASHINGTON,"ALLENPORT,PA"
ALLISON,PA,FAYETTE,"ALLISON,PA"
BRIER HILL,PA,FAYETTE,"BRIER HILL,PA"
BROWNFIELD,PA,FAYETTE,"BROWNFIELD,PA"
BROWNSVILLE,PA,FAYETTE,"BROWNSVILLE,PA"
CALIFORNIA,PA,WASHINGTON,"CALIFORNIA,PA"
CARDALE,PA,FAYETTE,"CARDALE,PA"
CHALK HILL,PA,FAYETTE,"CHALK HILL,PA"
CHESTNUT RIDGE,PA,FAYETTE,"CHESTNUT RIDGE,PA"
COAL CENTER,PA,WASHINGTON,"COAL CENTER,PA"
CONFLUENCE,PA,SOMERSET,"CONFLUENCE,PA"
CONNELLSVILLE,PA,FAYETTE,"CONNELLSVILLE,PA"
DAISYTOWN,PA,WASHINGTON,"DAISYTOWN,PA"
DAWSON,PA,FAYETTE,"DAWSON,PA"
DENBO,PA,WASHINGTON,"DENBO,PA"
DICKERSON RUN,PA,FAYETTE,"DICKERSON RUN,PA"
DUNBAR,PA,FAYETTE,"DUNBAR,PA"
DUNLEVY,PA,WASHINGTON,"DUNLEVY,PA"
EAST MILLSBORO,PA,FAYETTE,"EAST MILLSBORO,PA"
ELCO,PA,WASHINGTON,"ELCO,PA"
FAIRBANK,PA,FAYETTE,"FAIRBANK,PA"
FAIRCHANCE,PA,FAYETTE,"FAIRCHANCE,PA"
FARMINGTON,PA,FAYETTE,"FARMINGTON,PA"
FAYETTE CITY,PA,FAYETTE,"FAYETTE CITY,PA"
GANS,PA,FAYETTE,"GANS,PA"
GIBBON GLADE,PA,FAYETTE,"GIBBON GLADE,PA"
GRINDSTONE,PA,FAYETTE,"GRINDSTONE,PA"
HIBBS,PA,FAYETTE,"HIBBS,PA"
HILLER,PA,FAYETTE,"HILLER,PA"
HOPWOOD,PA,FAYETTE,"HOPWOOD,PA"
INDIAN HEAD,PA,FAYETTE,"INDIAN HEAD,PA"
ISABELLA,PA,FAYETTE,"ISABELLA,PA"
JACOBS CREEK,PA,WESTMORELAND,"JACOBS CREEK,PA"
KEISTERVILLE,PA,FAYETTE,"KEISTERVILLE,PA"
LA BELLE,PA,FAYETTE,"LA BELLE,PA"
LAKE LYNN,PA,FAYETTE,"LAKE LYNN,PA"
LECKRONE,PA,FAYETTE,"LECKRONE,PA"
LEISENRING,PA,FAYETTE,"LEISENRING,PA"
LEMONT FURNACE,PA,FAYETTE,"LEMONT FURNACE,PA"
MC CLELLANDTOWN,PA,FAYETTE,"MC CLELLANDTOWN,PA"
MARKLEYSBURG,PA,FAYETTE,"MARKLEYSBURG,PA"
MARTIN,PA,FAYETTE,"MARTIN,PA"
MASONTOWN,PA,FAYETTE,"MASONTOWN,PA"
MELCROFT,PA,FAYETTE,"MELCROFT,PA"
MERRITTSTOWN,PA,FAYETTE,"MERRITTSTOWN,PA"
MILL RUN,PA,FAYETTE,"MILL RUN,PA"
MOUNT BRADDOCK,PA,FAYETTE,"MOUNT BRADDOCK,PA"
NEWELL,PA,FAYETTE,"NEWELL,PA"
NEW GENEVA,PA,FAYETTE,"NEW GENEVA,PA"
NEW SALEM,PA,FAYETTE,"NEW SALEM,PA"
NORMALVILLE,PA,FAYETTE,"NORMALVILLE,PA"
OHIOPYLE,PA,FAYETTE,"OHIOPYLE,PA"
OLIVER,PA,FAYETTE,"OLIVER,PA"
PERRYOPOLIS,PA,FAYETTE,"PERRYOPOLIS,PA"
POINT MARION,PA,FAYETTE,"POINT MARION,PA"
REPUBLIC,PA,FAYETTE,"REPUBLIC,PA"
RONCO,PA,FAYETTE,"RONCO,PA"
ROSCOE,PA,WASHINGTON,"ROSCOE,PA"
SMITHFIELD,PA,FAYETTE,"SMITHFIELD,PA"
SMITHTON,PA,WESTMORELAND,"SMITHTON,PA"
SMOCK,PA,FAYETTE,"SMOCK,PA"
STAR JUNCTION,PA,FAYETTE,"STAR JUNCTION,PA"
STOCKDALE,PA,WASHINGTON,"STOCKDALE,PA"
ULEDI,PA,FAYETTE,"ULEDI,PA"
URSINA,PA,SOMERSET,"URSINA,PA"
VANDERBILT,PA,FAYETTE,"VANDERBILT,PA"
WALTERSBURG,PA,FAYETTE,"WALTERSBURG,PA"
WEST LEISENRING,PA,FAYETTE,"WEST LEISENRING,PA"
WHITE,PA,FAYETTE,"WHITE,PA"
WICKHAVEN,PA,FAYETTE,"WICKHAVEN,PA"
SOMERSET,PA,SOMERSET,"SOMERSET,PA"
HIDDEN VALLEY,PA,SOMERSET,"HIDDEN VALLEY,PA"
ACOSTA,PA,SOMERSET,"ACOSTA,PA"
ALUM BANK,PA,BEDFORD,"ALUM BANK,PA"
BEDFORD,PA,BEDFORD,"BEDFORD,PA"
BERLIN,PA,SOMERSET,"BERLIN,PA"
BOSWELL,PA,SOMERSET,"BOSWELL,PA"
BOYNTON,PA,SOMERSET,"BOYNTON,PA"
BREEZEWOOD,PA,BEDFORD,"BREEZEWOOD,PA"
BUFFALO MILLS,PA,BEDFORD,"BUFFALO MILLS,PA"
CLEARVILLE,PA,BEDFORD,"CLEARVILLE,PA"
CRYSTAL SPRING,PA,FULTON,"CRYSTAL SPRING,PA"
EVERETT,PA,BEDFORD,"EVERETT,PA"
FAIRHOPE,PA,SOMERSET,"FAIRHOPE,PA"
FISHERTOWN,PA,BEDFORD,"FISHERTOWN,PA"
FORT HILL,PA,SOMERSET,"FORT HILL,PA"
FRIEDENS,PA,SOMERSET,"FRIEDENS,PA"
GARRETT,PA,SOMERSET,"GARRETT,PA"
GRAY,PA,SOMERSET,"GRAY,PA"
HYNDMAN,PA,BEDFORD,"HYNDMAN,PA"
JENNERS,PA,SOMERSET,"JENNERS,PA"
JENNERSTOWN,PA,SOMERSET,"JENNERSTOWN,PA"
KANTNER,PA,SOMERSET,"KANTNER,PA"
LISTIE,PA,SOMERSET,"LISTIE,PA"
MANNS CHOICE,PA,BEDFORD,"MANNS CHOICE,PA"
MARKLETON,PA,SOMERSET,"MARKLETON,PA"
MEYERSDALE,PA,SOMERSET,"MEYERSDALE,PA"
NEW BALTIMORE,PA,SOMERSET,"NEW BALTIMORE,PA"
NEW PARIS,PA,BEDFORD,"NEW PARIS,PA"
QUECREEK,PA,SOMERSET,"QUECREEK,PA"
ROCKWOOD,PA,SOMERSET,"ROCKWOOD,PA"
SALISBURY,PA,SOMERSET,"SALISBURY,PA"
SCHELLSBURG,PA,BEDFORD,"SCHELLSBURG,PA"
SHANKSVILLE,PA,SOMERSET,"SHANKSVILLE,PA"
SIPESVILLE,PA,SOMERSET,"SIPESVILLE,PA"
SPRINGS,PA,SOMERSET,"SPRINGS,PA"
STOYSTOWN,PA,SOMERSET,"STOYSTOWN,PA"
WELLERSBURG,PA,SOMERSET,"WELLERSBURG,PA"
WEST SALISBURY,PA,SOMERSET,"WEST SALISBURY,PA"
GREENSBURG,PA,WESTMORELAND,"GREENSBURG,PA"
ACME,PA,WESTMORELAND,"ACME,PA"
ADAMSBURG,PA,WESTMORELAND,"ADAMSBURG,PA"
ALVERTON,PA,WESTMORELAND,"ALVERTON,PA"
APOLLO,PA,WESTMORELAND,"APOLLO,PA"
ARDARA,PA,WESTMORELAND,"ARDARA,PA"
ARMBRUST,PA,WESTMORELAND,"ARMBRUST,PA"
ARONA,PA,WESTMORELAND,"ARONA,PA"
AVONMORE,PA,WESTMORELAND,"AVONMORE,PA"
BOVARD,PA,WESTMORELAND,"BOVARD,PA"
BRADENVILLE,PA,WESTMORELAND,"BRADENVILLE,PA"
CALUMET,PA,WESTMORELAND,"CALUMET,PA"
CHAMPION,PA,WESTMORELAND,"CHAMPION,PA"
CLARIDGE,PA,WESTMORELAND,"CLARIDGE,PA"
CRABTREE,PA,WESTMORELAND,"CRABTREE,PA"
DARRAGH,PA,WESTMORELAND,"DARRAGH,PA"
DELMONT,PA,WESTMORELAND,"DELMONT,PA"
DERRY,PA,WESTMORELAND,"DERRY,PA"
DONEGAL,PA,WESTMORELAND,"DONEGAL,PA"
EAST VANDERGRIFT,PA,WESTMORELAND,"EAST VANDERGRIFT,PA"
EVERSON,PA,FAYETTE,"EVERSON,PA"
EXPORT,PA,WESTMORELAND,"EXPORT,PA"
FORBES ROAD,PA,WESTMORELAND,"FORBES ROAD,PA"
GRAPEVILLE,PA,WESTMORELAND,"GRAPEVILLE,PA"
HANNASTOWN,PA,WESTMORELAND,"HANNASTOWN,PA"
HARRISON CITY,PA,WESTMORELAND,"HARRISON CITY,PA"
HERMINIE,PA,WESTMORELAND,"HERMINIE,PA"
HOSTETTER,PA,WESTMORELAND,"HOSTETTER,PA"
HUNKER,PA,WESTMORELAND,"HUNKER,PA"
HUTCHINSON,PA,WESTMORELAND,"HUTCHINSON,PA"
HYDE PARK,PA,WESTMORELAND,"HYDE PARK,PA"
IRWIN,PA,WESTMORELAND,"IRWIN,PA"
JEANNETTE,PA,WESTMORELAND,"JEANNETTE,PA"
JONES MILLS,PA,WESTMORELAND,"JONES MILLS,PA"
LARIMER,PA,WESTMORELAND,"LARIMER,PA"
LATROBE,PA,WESTMORELAND,"LATROBE,PA"
LAUGHLINTOWN,PA,WESTMORELAND,"LAUGHLINTOWN,PA"
LEECHBURG,PA,ARMSTRONG,"LEECHBURG,PA"
LIGONIER,PA,WESTMORELAND,"LIGONIER,PA"
LOWBER,PA,WESTMORELAND,"LOWBER,PA"
LOYALHANNA,PA,WESTMORELAND,"LOYALHANNA,PA"
LUXOR,PA,WESTMORELAND,"LUXOR,PA"
MADISON,PA,WESTMORELAND,"MADISON,PA"
MAMMOTH,PA,WESTMORELAND,"MAMMOTH,PA"
MANOR,PA,WESTMORELAND,"MANOR,PA"
MOUNT PLEASANT,PA,WESTMORELAND,"MOUNT PLEASANT,PA"
MURRYSVILLE,PA,WESTMORELAND,"MURRYSVILLE,PA"
NEW ALEXANDRIA,PA,WESTMORELAND,"NEW ALEXANDRIA,PA"
NEW DERRY,PA,WESTMORELAND,"NEW DERRY,PA"
NEW STANTON,PA,WESTMORELAND,"NEW STANTON,PA"
NORTH APOLLO,PA,ARMSTRONG,"NORTH APOLLO,PA"
NORVELT,PA,WESTMORELAND,"NORVELT,PA"
PENN,PA,WESTMORELAND,"PENN,PA"
PLEASANT UNITY,PA,WESTMORELAND,"PLEASANT UNITY,PA"
RECTOR,PA,WESTMORELAND,"RECTOR,PA"
RILLTON,PA,WESTMORELAND,"RILLTON,PA"
RUFFS DALE,PA,WESTMORELAND,"RUFFS DALE,PA"
SALINA,PA,WESTMORELAND,"SALINA,PA"
SALTSBURG,PA,INDIANA,"SALTSBURG,PA"
SCHENLEY,PA,ARMSTRONG,"SCHENLEY,PA"
SCOTTDALE,PA,WESTMORELAND,"SCOTTDALE,PA"
SLICKVILLE,PA,WESTMORELAND,"SLICKVILLE,PA"
SOUTHWEST,PA,WESTMORELAND,"SOUTHWEST,PA"
SPRING CHURCH,PA,ARMSTRONG,"SPRING CHURCH,PA"
STAHLSTOWN,PA,WESTMORELAND,"STAHLSTOWN,PA"
TARRS,PA,WESTMORELAND,"TARRS,PA"
UNITED,PA,WESTMORELAND,"UNITED,PA"
VANDERGRIFT,PA,WESTMORELAND,"VANDERGRIFT,PA"
WENDEL,PA,WESTMORELAND,"WENDEL,PA"
WESTMORELAND CITY,PA,WESTMORELAND,"WESTMORELAND CITY,PA"
WHITNEY,PA,WESTMORELAND,"WHITNEY,PA"
WYANO,PA,WESTMORELAND,"WYANO,PA"
YOUNGSTOWN,PA,WESTMORELAND,"YOUNGSTOWN,PA"
YOUNGWOOD,PA,WESTMORELAND,"YOUNGWOOD,PA"
YUKON,PA,WESTMORELAND,"YUKON,PA"
INDIANA,PA,INDIANA,"INDIANA,PA"
ALVERDA,PA,INDIANA,"ALVERDA,PA"
ANITA,PA,JEFFERSON,"ANITA,PA"
ARCADIA,PA,INDIANA,"ARCADIA,PA"
AULTMAN,PA,INDIANA,"AULTMAN,PA"
NORTHERN CAMBRIA,PA,CAMBRIA,"NORTHERN CAMBRIA,PA"
BIG RUN,PA,JEFFERSON,"BIG RUN,PA"
BLACK LICK,PA,INDIANA,"BLACK LICK,PA"
BLAIRSVILLE,PA,INDIANA,"BLAIRSVILLE,PA"
BRUSH VALLEY,PA,INDIANA,"BRUSH VALLEY,PA"
BURNSIDE,PA,CLEARFIELD,"BURNSIDE,PA"
CARROLLTOWN,PA,CAMBRIA,"CARROLLTOWN,PA"
CHAMBERSVILLE,PA,INDIANA,"CHAMBERSVILLE,PA"
CHERRY TREE,PA,INDIANA,"CHERRY TREE,PA"
CLARKSBURG,PA,INDIANA,"CLARKSBURG,PA"
CLUNE,PA,INDIANA,"CLUNE,PA"
CLYMER,PA,INDIANA,"CLYMER,PA"
COMMODORE,PA,INDIANA,"COMMODORE,PA"
COOLSPRING,PA,JEFFERSON,"COOLSPRING,PA"
CORAL,PA,INDIANA,"CORAL,PA"
CREEKSIDE,PA,INDIANA,"CREEKSIDE,PA"
DE LANCEY,PA,JEFFERSON,"DE LANCEY,PA"
DIXONVILLE,PA,INDIANA,"DIXONVILLE,PA"
ELDERTON,PA,ARMSTRONG,"ELDERTON,PA"
ELMORA,PA,CAMBRIA,"ELMORA,PA"
EMEIGH,PA,CAMBRIA,"EMEIGH,PA"
ERNEST,PA,INDIANA,"ERNEST,PA"
GIPSY,PA,INDIANA,"GIPSY,PA"
GLEN CAMPBELL,PA,INDIANA,"GLEN CAMPBELL,PA"
HAMILTON,PA,JEFFERSON,"HAMILTON,PA"
HEILWOOD,PA,INDIANA,"HEILWOOD,PA"
HILLSDALE,PA,INDIANA,"HILLSDALE,PA"
HOME,PA,INDIANA,"HOME,PA"
HOMER CITY,PA,INDIANA,"HOMER CITY,PA"
JOSEPHINE,PA,INDIANA,"JOSEPHINE,PA"
KENT,PA,INDIANA,"KENT,PA"
