AcceptsAndroidPay,AcceptsApplePay,AcceptsBitcoin,AcceptsCreditCards,AcceptsInsurance,Alcohol,Ambience,Attire,BestNights,BikeParking,ByAppointmentOnly,CannabisProducts,Caters,CoatCheck,Delivery,DogsAllowed,Drive-Thru,Fri,GoodFor,GoodForDancing,GoodforGroups,GoodforKids,GoodforWorking,HappyHour,HasPoolTable,HasTV,Mon,Music,NoiseLevel,OffersMilitaryDiscount,OutdoorSeating,Parking,Sat,Smoking,Sun,Take-out,TakesReservations,Thu,Tue,WaiterService,Wed,WheelchairAccessible,Wi-Fi,area,claimed status,health inspect,id,latitude,longitude,price,rating,related0,related1,related2,review,tag,title,url
None,None,None,Yes,None,No,None,Casual,None,Yes,None,None,None,None,No,None,None,None,Breakfast,None,Yes,Yes,None,None,None,No,None,None,None,None,No,None,None,None,None,Yes,No,None,None,Yes,None,Yes,No,NM Albuquerque Business_Parkway/Academy_Acres,Claimed,None,village-inn-albuquerque-15,35.1488649,-106.5835269,1.0,3.0,zinc-wine-bar-and-bistro-albuquerque,geckos-bar-and-tapas-albuquerque-2,chama-river-brewing-company-albuquerque,21,American(New),Village Inn,https://www.yelp.com/biz/village-inn-albuquerque-15?osq=food
None,None,None,Yes,None,None,None,None,None,Yes,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NM Albuquerque Business_Parkway/Academy_Acres,Unclaimed,None,gobble-this-albuquerque,35.1160296857,-106.629003525,1.0,4.0,marble-brewery-albuquerque,la-cumbre-brewing-company-albuquerque,nexus-brewery-albuquerque,1,FoodTrucks,Gobble This,https://www.yelp.com/biz/gobble-this-albuquerque?osq=food
None,None,None,Yes,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Yes,None,None,None,None,None,None,None,No,None,None,None,None,None,None,None,None,None,None,None,None,NM Albuquerque Business_Parkway/Academy_Acres,Unclaimed,None,acm-sales-and-service-albuquerque,35.1372499,-106.5894755,3.0,5.0,napoli-coffee-albuquerque,moons-coffee-and-tea-albuquerque,joliesse-chocolates-los-ranchos-de-albuquerque,3,Coffee&Tea,Acm Sales & Service,https://www.yelp.com/biz/acm-sales-and-service-albuquerque?osq=food
None,None,None,None,None,None,None,None,None,None,None,None,No,None,None,None,None,10:00 am - 11:00 pm,None,None,None,None,None,None,None,None,10:00 am - 10:00 pm,None,None,None,None,None,10:00 am - 11:00 pm,None,10:30 am - 10:00 pm,None,Yes,10:00 am - 10:00 pm,10:00 am - 10:00 pm,None,10:00 am - 10:00 pm,None,Free,NM Albuquerque Business_Parkway/Academy_Acres,Claimed,None,kfc-albuquerque-6,35.1377,-106.641,None,2.0,churchs-chicken-albuquerque-7,whataburger-albuquerque-3,little-red-hamburger-hut-albuquerque-2,2,"FastFood,ChickenWings",KFC,https://www.yelp.com/biz/kfc-albuquerque-6?osq=food
None,None,None,Yes,None,None,None,None,None,No,None,None,None,None,None,None,None,6:00 am - 8:00 pm,None,None,None,None,None,None,None,None,6:00 am - 8:00 pm,None,None,None,None,PrivateLot,6:00 am - 8:00 pm,None,7:00 am - 7:00 pm,No,None,6:00 am - 8:00 pm,6:00 am - 8:00 pm,None,6:00 am - 8:00 pm,None,None,NM Albuquerque Business_Parkway/Academy_Acres,Claimed,None,shamrock-foodservice-warehouse-albuquerque,35.1376344,-106.6191959,2.0,4.0,golden-crown-panaderia-albuquerque,swiss-alps-bakery-albuquerque-2,nantucket-shoals-seafood-market-albuquerque,5,"Grocery,WholesaleStores",Shamrock Foodservice Warehouse,https://www.yelp.com/biz/shamrock-foodservice-warehouse-albuquerque?osq=food
None,None,None,Yes,None,None,None,None,None,Yes,None,None,None,None,None,None,None,5:00 am - 6:00 pm,None,None,None,None,Yes,None,None,None,5:00 am - 6:00 pm,None,None,None,Yes,PrivateLot,6:00 am - 3:00 pm,None,6:00 am - 3:00 pm,Yes,None,5:00 am - 6:00 pm,5:00 am - 6:00 pm,None,5:00 am - 6:00 pm,None,Free,NM Albuquerque Business_Parkway/Academy_Acres,Unclaimed,None,starbucks-albuquerque-10,35.165703,-106.5910551,2.0,3.0,whiting-coffee-albuquerque,satellite-coffee-albuquerque-5,hadleys-tea-albuquerque,11,Coffee&Tea,Starbucks,https://www.yelp.com/biz/starbucks-albuquerque-10?osq=food
None,No,None,Yes,None,No,None,Casual,None,Yes,None,None,Yes,None,No,None,None,None,Lunch,None,Yes,Yes,None,None,None,No,None,None,None,None,No,None,None,None,None,Yes,No,None,None,Yes,None,None,No,NM Albuquerque Business_Parkway/Academy_Acres,Unclaimed,None,schlotzskys-deli-albuquerque-4,35.1453072,-106.5871255,1.0,2.5,tullys-italian-deli-albuquerque,baggins-gourmet-sandwiches-albuquerque,jasons-deli-albuquerque,12,Delis,Schlotzsky’s Deli,https://www.yelp.com/biz/schlotzskys-deli-albuquerque-4?osq=food
None,None,None,Yes,None,None,None,None,None,Yes,None,None,None,None,None,None,None,9:00 am - 5:00 pm,None,None,None,None,None,None,None,None,9:00 am - 5:00 pm,None,None,None,None,PrivateLot,9:00 am - 3:00 pm,None,Closed,Yes,None,9:00 am - 5:00 pm,9:00 am - 5:00 pm,None,9:00 am - 5:00 pm,Yes,None,NM Albuquerque Business_Parkway/Academy_Acres,Claimed,None,new-mexico-pi%C3%B1on-coffee-albuquerque-6,35.1234638,-106.6153535,2.0,5.0,golden-crown-panaderia-albuquerque,swiss-alps-bakery-albuquerque-2,cheese-and-coffee-uptown-albuquerque,9,CoffeeRoasteries,New Mexico Piñon Coffee,https://www.yelp.com/biz/new-mexico-pi%C3%B1on-coffee-albuquerque-6?osq=food
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NM Albuquerque Business_Parkway/Academy_Acres,Unclaimed,None,ramons-mexican-kitchen-albuquerque,35.1402038,-106.6403293,None,None,the-original-garcias-kitchen-albuquerque,el-modelo-mexican-foods-albuquerque,sadies-of-new-mexico-albuquerque,None,None,Ramon’s Mexican Kitchen,https://www.yelp.com/biz/ramons-mexican-kitchen-albuquerque?osq=food
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NM Albuquerque Business_Parkway/Academy_Acres,Unclaimed,None,applebees-albuquerque-2,35.1485095,-106.6390431,None,None,howies-sports-page-albuquerque,spinns-burger-and-beer-albuquerque,wendys-albuquerque-7,None,None,Applebee’s,https://www.yelp.com/biz/applebees-albuquerque-2?osq=food
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NM Albuquerque Business_Parkway/Academy_Acres,Unclaimed,None,china-peninsula-albuquerque,35.180842,-106.573877,None,None,fu-yuang-korean-and-chinese-restaurant-albuquerque,jade-chinese-restaurant-albuquerque,rising-star-chinese-eatery-albuquerque,None,None,China Peninsula,https://www.yelp.com/biz/china-peninsula-albuquerque?osq=food
None,None,None,Yes,None,No,None,Casual,None,Yes,None,None,No,None,No,None,Yes,None,None,None,Yes,Yes,None,None,None,No,None,None,Loud,None,No,None,None,None,None,Yes,No,None,None,No,None,None,Free,NM Albuquerque Business_Parkway/Academy_Acres,Unclaimed,None,mcdonalds-albuquerque-41,35.1369695,-106.641258,1.0,3.5,wienerschnitzel-albuquerque-2,wendys-albuquerque-7,twisters-burgers-and-burritos-albuquerque-7,3,"FastFood,Burgers",McDonald’s,https://www.yelp.com/biz/mcdonalds-albuquerque-41?osq=food
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,10:00 am - 5:00 pm,None,None,None,None,None,None,None,None,10:00 am - 5:00 pm,None,None,None,None,None,Closed,None,Closed,None,None,10:00 am - 5:00 pm,10:00 am - 5:00 pm,None,10:00 am - 5:00 pm,None,None,NM Albuquerque Business_Parkway/Academy_Acres,Unclaimed,None,bike-and-a-box-albuquerque,35.135357,-106.592866,None,None,None,None,None,None,None,Bike And A Box,https://www.yelp.com/biz/bike-and-a-box-albuquerque?osq=food
None,None,None,Yes,None,None,None,Casual,None,None,None,None,None,None,No,None,None,None,None,None,No,Yes,None,None,None,None,None,None,None,None,No,None,None,None,None,No,No,None,None,Yes,None,None,None,NM Albuquerque Business_Parkway/Academy_Acres,Unclaimed,None,sandia-grill-albuquerque,35.168092,-106.5868,2.0,3.0,route-66-casino-albuquerque-3,san-felipe-casino-algodones,None,2,"American(Traditional),Breakfast&Brunch,Buffets",Sandia Grill,https://www.yelp.com/biz/sandia-grill-albuquerque?osq=food
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NM Albuquerque Business_Parkway/Academy_Acres,Unclaimed,None,sysco-food-services-of-new-mexico-albuquerque,35.1259117,-106.6277942,None,None,j-and-d-foods-inc-albuquerque-2,garfield-market-albuquerque,a-ri-rang-oriental-market-albuquerque,None,None,Sysco Food Services of New Mexico,https://www.yelp.com/biz/sysco-food-services-of-new-mexico-albuquerque?osq=food
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NM Albuquerque Business_Parkway/Academy_Acres,Unclaimed,None,sun-valley-fruit-co-albuquerque,35.1606369,-106.6301024,None,None,farmers-market-albuquerque,the-fruit-basket-abq-albuquerque-3,None,None,None,Sun Valley Fruit Co,https://www.yelp.com/biz/sun-valley-fruit-co-albuquerque?osq=food
None,None,None,Yes,None,Beer&WineOnly,None,Casual,None,None,None,None,None,No,No,None,None,11:00 am - 10:00 pm,None,No,No,Yes,None,None,None,Yes,11:00 am - 9:30 pm,None,Loud,None,Yes,None,11:00 am - 10:00 pm,None,11:00 am - 9:30 pm,None,None,11:00 am - 9:30 pm,11:00 am - 9:30 pm,Yes,11:00 am - 9:30 pm,None,None,NM Albuquerque Business_Parkway/Academy_Acres,Claimed,None,orginal-la-hacienda-montgomery-park,35.1297540942,-106.587069879,2.0,2.0,la-placita-dining-rooms-albuquerque,el-patio-de-albuquerque-albuquerque-2,backstreet-grill-albuquerque-3,11,"Bars,American(New)",Orginal La Hacienda,https://www.yelp.com/biz/orginal-la-hacienda-montgomery-park?osq=food
None,None,None,Yes,None,None,None,Casual,None,Yes,None,None,None,None,No,None,None,7:00 am - 12:00 am,None,None,Yes,Yes,None,None,None,No,7:00 am - 12:00 am,None,None,None,No,None,8:00 am - 12:00 am,None,9:00 am - 11:00 pm,Yes,No,7:00 am - 12:00 am,7:00 am - 12:00 am,None,7:00 am - 12:00 am,None,None,NM Albuquerque Business_Parkway/Academy_Acres,Unclaimed,None,subway-albuquerque-40,35.1418661,-106.5859542,2.0,2.5,cheba-hut-albuquerque,dions-albuquerque-8,o-niells-albuquerque-4,3,"Sandwiches,FastFood",Subway,https://www.yelp.com/biz/subway-albuquerque-40?osq=food
None,No,None,Yes,None,None,None,None,None,Yes,None,None,None,None,None,None,None,7:00 am - 9:00 pm,None,None,None,None,None,None,None,None,7:00 am - 9:00 pm,None,None,None,None,None,8:00 am - 9:00 pm,None,9:00 am - 9:00 pm,Yes,None,7:00 am - 9:00 pm,7:00 am - 9:00 pm,None,7:00 am - 9:00 pm,Yes,Free,NM Albuquerque Business_Parkway/Academy_Acres,Claimed,None,juice-it-up-albuquerque-4,35.148961,-106.5847789,2.0,4.0,squeezed-juice-bar-albuquerque-10,vinaigrette-albuquerque-2,juice-it-up-albuquerque-3,6,JuiceBars&Smoothies,Juice it Up,https://www.yelp.com/biz/juice-it-up-albuquerque-4?osq=food
None,None,None,Yes,None,None,None,None,None,Yes,None,None,None,None,None,None,None,5:30 am - 9:00 pm,None,None,None,None,No,None,None,None,5:30 am - 9:00 pm,None,None,None,Yes,None,5:30 am - 9:00 pm,None,5:30 am - 9:00 pm,Yes,None,5:30 am - 9:00 pm,5:30 am - 9:00 pm,None,5:30 am - 9:00 pm,None,Free,NM Albuquerque Business_Parkway/Academy_Acres,Unclaimed,None,starbucks-albuquerque-50,35.1292582153,-106.586943828,1.0,3.0,None,None,None,5,Coffee&Tea,Starbucks,https://www.yelp.com/biz/starbucks-albuquerque-50?osq=food
None,None,None,Yes,None,None,None,None,None,Yes,None,None,None,None,None,None,None,7:00 am - 5:00 pm,None,None,None,None,None,None,None,None,7:00 am - 5:00 pm,None,None,None,No,PrivateLot,10:00 am - 2:00 pm,None,Closed,Yes,None,7:00 am - 5:00 pm,7:00 am - 5:00 pm,None,7:00 am - 5:00 pm,Yes,No,NM Albuquerque Business_Parkway/Academy_Acres,Claimed,None,hadleys-tea-albuquerque,35.1657749,-106.591016,2.0,4.5,the-grove-cafe-and-market-albuquerque,new-mexico-tea-company-albuquerque,figments-tea-shoppe-and-gallery-albuquerque,22,"Coffee&Tea,GiftShops",Hadley’s Tea,https://www.yelp.com/biz/hadleys-tea-albuquerque?osq=food
None,None,None,Yes,None,None,None,Casual,None,No,None,None,None,None,No,None,Yes,None,None,None,Yes,Yes,None,None,None,No,None,None,None,None,No,None,None,None,None,Yes,No,None,None,None,None,None,Free,NM Albuquerque Business_Parkway/Academy_Acres,Unclaimed,None,burger-king-albuquerque-4,35.1839141846,-106.580062866,1.0,3.0,None,None,None,2,FastFood,Burger King,https://www.yelp.com/biz/burger-king-albuquerque-4?osq=food
None,None,None,Yes,None,None,None,Casual,None,No,None,None,None,None,No,None,None,6:30 am - 11:00 pm,None,None,Yes,No,None,None,None,No,6:30 am - 11:00 pm,None,None,None,No,None,6:30 am - 11:00 pm,None,6:30 am - 11:00 pm,No,Yes,6:30 am - 11:00 pm,6:30 am - 11:00 pm,None,6:30 am - 11:00 pm,None,None,NM Albuquerque Business_Parkway/Academy_Acres,Unclaimed,None,carls-jr-albuquerque-6,35.1855409,-106.583464,1.0,2.0,chick-fil-a-albuquerque,five-guys-burgers-and-fries-albuquerque,5-star-burgers-albuquerque-2,5,"FastFood,Burgers",Carl’s Jr,https://www.yelp.com/biz/carls-jr-albuquerque-6?osq=food
None,None,None,Yes,None,None,None,Casual,None,Yes,None,None,None,None,No,None,No,11:00 am - 11:00 pm,None,No,Yes,Yes,None,Yes,None,Yes,11:00 am - 11:00 pm,None,None,None,No,None,11:00 am - 11:00 pm,None,11:00 am - 11:00 pm,Yes,Yes,11:00 am - 11:00 pm,11:00 am - 11:00 pm,None,11:00 am - 11:00 pm,None,None,NM Albuquerque Business_Parkway/Academy_Acres,Unclaimed,None,applebees-albuquerque-5,35.1747285,-106.5794536,2.0,2.0,None,None,None,14,"American(Traditional),SportsBars,Burgers",Applebee’s,https://www.yelp.com/biz/applebees-albuquerque-5?osq=food
None,None,None,Yes,None,No,None,Casual,None,No,None,None,None,None,No,None,Yes,10:00 am - 1:00 am,None,None,Yes,Yes,None,None,None,No,10:00 am - 12:00 am,None,Average,None,No,None,10:00 am - 1:00 am,None,10:00 am - 12:00 am,Yes,No,10:00 am - 12:00 am,10:00 am - 12:00 am,No,10:00 am - 12:00 am,Yes,Free,NM Albuquerque Business_Parkway/Academy_Acres,Claimed,None,taco-bell-albuquerque-28,35.146194,-106.553915,1.0,3.0,taco-cabana-albuquerque-6,whataburger-albuquerque-2,papa-nachos-albuquerque,6,"FastFood,Mexican,Tex-Mex",Taco Bell,https://www.yelp.com/biz/taco-bell-albuquerque-28?osq=food
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NM Albuquerque Business_Parkway/Academy_Acres,Unclaimed,None,quality-foods-albuquerque,35.1183799,-106.6199184,None,None,None,None,None,None,None,Quality Foods,https://www.yelp.com/biz/quality-foods-albuquerque?osq=food
None,None,None,Yes,None,None,None,Casual,None,No,None,None,None,None,Yes,None,No,6:30 am - 9:00 pm,None,None,Yes,Yes,None,None,None,No,6:30 am - 8:00 pm,None,None,None,None,None,9:00 am - 9:00 pm,None,11:00 am - 7:00 pm,Yes,Yes,6:30 am - 8:00 pm,6:30 am - 8:00 pm,None,6:30 am - 8:00 pm,None,None,NM Albuquerque Business_Parkway/Academy_Acres,Unclaimed,None,subway-albuquerque-11,35.1405921889,-106.599982012,1.0,3.0,christy-maes-restaurant-albuquerque,whataburger-albuquerque-2,millys-sandwich-shop-albuquerque-4,5,"Sandwiches,FastFood",Subway,https://www.yelp.com/biz/subway-albuquerque-11?osq=food
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NM Albuquerque Business_Parkway/Academy_Acres,Unclaimed,None,furrs-family-dining-albuquerque-3,35.1326282,-106.5875379,None,None,peppers-ole-fashion-bbq-albuquerque,rustic-on-the-green-albuquerque,baca-boys-cafe-albuquerque,None,None,Furr’s Family Dining,https://www.yelp.com/biz/furrs-family-dining-albuquerque-3?osq=food
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NM Albuquerque Business_Parkway/Academy_Acres,Unclaimed,None,general-distributors-albuquerque,35.176206,-106.59711,None,None,north-hills-mini-mart-rio-rancho,rio-rancho-shell-rio-rancho,the-merc-placitas,None,None,General Distributors,https://www.yelp.com/biz/general-distributors-albuquerque?osq=food
None,None,None,Yes,None,No,Casual,Casual,None,Yes,None,None,Yes,None,Yes,None,None,7:00 am - 2:30 pm,Lunch,None,Yes,Yes,None,None,None,Yes,7:00 am - 2:30 pm,None,Average,None,No,PrivateLot,8:00 am - 1:00 pm,None,Closed,Yes,No,7:00 am - 2:30 pm,7:00 am - 2:30 pm,No,7:00 am - 2:30 pm,None,No,NM Albuquerque Business_Parkway/Academy_Acres,Claimed,None,the-sandwich-company-albuquerque,35.116977,-106.603715,2.0,4.0,dgs-deli-and-market-albuquerque,baggins-gourmet-sandwiches-albuquerque,millys-sandwich-shop-albuquerque-3,11,Sandwiches,The Sandwich Company,https://www.yelp.com/biz/the-sandwich-company-albuquerque?osq=food
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NM Albuquerque Business_Parkway/Academy_Acres,Unclaimed,None,pour-vida-coffee-roasters-albuquerque,35.1689517,-106.6129417,None,None,None,None,None,None,None,Pour Vida Coffee Roasters,https://www.yelp.com/biz/pour-vida-coffee-roasters-albuquerque?osq=food
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NM Albuquerque Business_Parkway/Academy_Acres,Unclaimed,None,kettle-restaurant-albuquerque,35.1605138,-106.5855519,None,None,indigo-crow-corrales,jimmys-cafe-on-jefferson-albuquerque,sticky-rice-albuquerque,None,None,Kettle Restaurant,https://www.yelp.com/biz/kettle-restaurant-albuquerque?osq=food
None,None,None,Yes,None,None,None,Casual,None,None,None,None,None,None,No,None,Yes,None,None,None,No,Yes,None,None,None,No,None,None,None,None,Yes,None,None,None,None,Yes,No,None,None,None,None,None,No,NM Albuquerque Business_Parkway/Academy_Acres,Unclaimed,None,blakes-lota-burger-albuquerque-9,35.177034,-106.6292817,1.0,4.0,blakes-lotaburger-bernalillo,blakes-lota-burger-albuquerque-5,whataburger-albuquerque-2,7,Burgers,Blake’s Lota Burger,https://www.yelp.com/biz/blakes-lota-burger-albuquerque-9?osq=food
